Country Name,Country Code,Year,Literacy Rate,Unemployment Rate,GDP per Capita,Infant Mortality Rate,Health Expenditure,Poverty Rate,Region,IncomeGroup
Kuwait,KWT,2005,93.0,1.456,84968.0198398511,9.9,1710.90666743706,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Lao PDR,LAO,2005,73.0,1.35,2519.46135100017,72.7,93.6771479684298,1.8,East Asia & Pacific,Lower middle income
Madagascar,MDG,2005,59.0,2.62,1342.51929937145,54.2,70.0120737821647,83.9,Sub-Saharan Africa,Low income
Mexico,MEX,2005,92.0,3.558,13260.2388186669,19.2,740.067441878523,11.7,Latin America & Caribbean,Upper middle income
Malta,MLT,2005,92.0,6.923,22227.4148621006,6.1,1938.24917907361,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Niger,NER,2005,29.0,3.1,888.304262543839,84.8,50.2646683257452,83.8,Sub-Saharan Africa,Low income
Nicaragua,NIC,2005,78.0,5.37,3455.99273667007,23.6,215.097191139587,16.5,Latin America & Caribbean,Lower middle income
Pakistan,PAK,2005,50.0,0.585,3292.60223269538,80.4,78.1323198227961,40.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Peru,PER,2005,88.0,4.87,6559.54330021754,21.4,298.589589552599,25.4,Latin America & Caribbean,Upper middle income
Thailand,THA,2005,94.0,1.35,10169.0453611636,14.8,321.276534543868,1.8,East Asia & Pacific,Upper middle income
Turkmenistan,TKM,2005,99.4000015258789,7.485,5489.34542179295,43.0,524.463152762013,1.8,Europe & Central Asia,Upper middle income
Turkiye,TUR,2005,88.0,10.636,11756.9310277156,21.1,575.372111403113,6.5,Europe & Central Asia,Upper middle income
Benin,BEN,2006,28.7021102905273,0.889,2020.60567734722,69.3,66.4257031428431,1.8,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2006,22.0,3.669,1244.00243844319,77.1,56.1545059151532,1.8,Sub-Saharan Africa,Low income
Brazil,BRA,2006,90.0,9.692,11750.5312440217,19.7,969.267785655567,11.4,Latin America & Caribbean,Upper middle income
Colombia,COL,2006,92.0,11.091,9154.08926196511,18.3,574.120027892567,1.8,Latin America & Caribbean,Upper middle income
Algeria,DZA,2006,73.0,12.27,12791.3412605973,27.9,395.724263193058,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
Spain,ESP,2006,98.0,8.452,30755.2987888646,3.7,2426.25591676611,0.9,Europe & Central Asia,High income
Haiti,HTI,2006,48.6850204467773,15.908,2503.65932681978,60.4,85.746405289615,1.8,Latin America & Caribbean,Lower middle income
Indonesia,IDN,2006,92.0,7.551,6583.35112358046,31.8,187.541899739933,46.8,East Asia & Pacific,Upper middle income
India,IND,2006,63.0,7.552,3220.62692939401,54.8,118.153707139472,1.8,South Asia,Lower middle income
"Iran, Islamic Rep.",IRN,2006,82.0,11.519,15256.2709036935,21.8,749.024785016311,4.5,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
Kuwait,KWT,2006,93.0,1.3,89075.2246063075,9.8,1622.62969753241,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Sri Lanka,LKA,2006,91.0,6.5,6260.67990153689,10.7,241.024761258449,12.2,South Asia,Lower middle income
"Macao SAR, China",MAC,2006,93.0,3.822,67201.5209274347,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
Maldives,MDV,2006,98.0,8.392,12075.1455941154,16.7,976.362029643093,1.8,South Asia,Upper middle income
Mexico,MEX,2006,92.0,3.566,14541.6716295608,18.5,786.192464030197,9.0,Latin America & Caribbean,Upper middle income
Mali,MLI,2006,26.0,1.425,1724.92622161218,85.4,82.2131859885568,64.0,Sub-Saharan Africa,Low income
New Caledonia,NCL,2006,97.3000030517578,15.236,8849.52577762818,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
Nigeria,NGA,2006,70.0,3.756,3533.04684735719,81.2,154.629706274852,1.8,Sub-Saharan Africa,Lower middle income
Pakistan,PAK,2006,54.0,0.582,3514.81365241137,79.0,95.9915417361608,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Peru,PER,2006,89.0,4.17,7213.59606031591,20.3,313.722567939338,21.8,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2006,93.0,19.014,3354.42846587081,21.8,313.957765508664,0.5,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Senegal,SEN,2006,42.0,2.77,2422.09761798858,50.1,91.143675528079,1.8,Sub-Saharan Africa,Lower middle income
El Salvador,SLV,2006,84.0,6.57,5694.52330884091,19.0,495.001720898833,12.6,Latin America & Caribbean,Upper middle income
Togo,TGO,2006,57.0,4.229,1407.06799926983,59.3,63.8316617387838,67.6,Sub-Saharan Africa,Low income
Tonga,TON,2006,99.0,1.09,4327.44661888542,11.7,230.735144607992,1.8,East Asia & Pacific,Upper middle income
Turkiye,TUR,2006,88.0,10.227,13495.4269002759,19.5,694.463456352896,4.8,Europe & Central Asia,Upper middle income
Uganda,UGA,2006,71.0,2.272,1659.72529096776,62.7,93.8820832481118,1.8,Sub-Saharan Africa,Low income
Uruguay,URY,2006,98.0,10.844,13179.3881134044,11.6,1099.36903429586,1.0,Latin America & Caribbean,High income
Azerbaijan,AZE,2007,100.0,6.33,11973.9596381455,36.1,227.436379277339,1.8,Europe & Central Asia,Upper middle income
Burkina Faso,BFA,2007,28.0,3.3,1290.49951017424,73.9,67.5302215621131,1.8,Sub-Saharan Africa,Low income
Bangladesh,BGD,2007,46.6636009216309,4.017,2388.10025160357,41.9,51.8774119873567,1.8,South Asia,Lower middle income
Bolivia,BOL,2007,91.0,2.616,4521.67932002792,41.0,212.343111769177,12.1,Latin America & Caribbean,Lower middle income
Brazil,BRA,2007,90.0,9.28,12672.5051160173,18.6,1039.20711292424,10.8,Latin America & Caribbean,Upper middle income
Cameroon,CMR,2007,71.0,3.063,2817.7222811838,69.7,106.914699883679,36.0,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2007,61.2055511474609,3.403,539.412638517763,73.3,23.2789203936214,1.8,Sub-Saharan Africa,Low income
Colombia,COL,2007,93.0,11.204,9909.29031403767,17.8,636.702020936152,1.8,Latin America & Caribbean,Upper middle income
Cayman Islands,CYM,2007,99.0,6.337,77337.1870579606,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Dominican Republic,DOM,2007,88.0,5.158,9951.13191591458,30.9,408.368552721564,7.8,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2007,92.0,3.142,8112.44824473661,18.1,450.016331368042,10.9,Latin America & Caribbean,Upper middle income
Spain,ESP,2007,98.0,8.232,32537.3435402735,3.6,2597.12326253335,0.6,Europe & Central Asia,High income
Ethiopia,ETH,2007,39.0,2.347,770.261155174169,67.7,38.5140133407375,1.8,Sub-Saharan Africa,
Honduras,HND,2007,84.0,3.211,3664.0882849454,22.4,296.190868413472,22.0,Latin America & Caribbean,Lower middle income
Jordan,JOR,2007,92.0,13.1,8415.71166017339,18.5,698.46042202655,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Kenya,KEN,2007,72.1570281982422,2.65,2481.08706146996,44.9,127.628763234644,1.8,Sub-Saharan Africa,Lower middle income
Kuwait,KWT,2007,94.0,1.5,91434.9044736798,9.6,1761.90585761875,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Lebanon,LBN,2007,90.0,8.98,11355.6629756249,12.2,971.8612538428,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Liberia,LBR,2007,42.9410781860352,2.235,872.584645942216,78.7,37.3904869936964,61.1,Sub-Saharan Africa,Low income
Mexico,MEX,2007,93.0,3.628,15031.86195805,17.9,827.756573511016,1.8,Latin America & Caribbean,Upper middle income
Mauritania,MRT,2007,45.5037803649902,9.524,3278.27661394002,46.7,128.925266743973,1.8,Sub-Saharan Africa,Lower middle income
Namibia,NAM,2007,76.4865875244141,22.119,7874.93144508288,38.4,833.284794362876,1.8,Sub-Saharan Africa,Lower middle income
Pakistan,PAK,2007,52.0,0.398,3672.18527458861,77.7,96.3316052782078,34.9,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Peru,PER,2007,90.0,4.08,7982.05008377224,19.3,353.236675492056,18.9,Latin America & Caribbean,Upper middle income
Paraguay,PRY,2007,95.0,4.713,9178.94421589366,24.6,460.746660829855,12.6,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2007,94.0,18.282,3485.61271825977,21.1,298.026300639377,2.9,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Qatar,QAT,2007,93.0,0.52,124055.578655389,8.1,2447.62475808751,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
El Salvador,SLV,2007,82.0,6.41,5949.42640611971,18.1,504.338686752179,9.2,Latin America & Caribbean,Upper middle income
Timor-Leste,TLS,2007,51.0,3.489,1515.70896671524,59.3,85.6244572458801,60.3,East Asia & Pacific,Lower middle income
Tunisia,TUN,2007,77.0,12.365,9479.35063936328,17.7,487.956685808146,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Turkiye,TUR,2007,89.0,10.285,14866.4277095189,18.1,772.124718326201,4.0,Europe & Central Asia,Upper middle income
Uruguay,URY,2007,98.0,9.403,14397.224966515,10.9,1152.74570941279,0.7,Latin America & Caribbean,High income
"Venezuela, RB",VEN,2007,95.0,7.279,16528.2204760199,14.5,554.7110165040115,1.8,Latin America & Caribbean,
Zambia,ZMB,2007,61.1270904541016,10.561,2554.68937629218,55.4,116.980953136384,1.8,Sub-Saharan Africa,Lower middle income
Albania,ALB,2008,96.0,13.06,8469.2601248565,11.1,446.392459751755,0.8,Europe & Central Asia,Upper middle income
Burundi,BDI,2008,48.0,1.634,608.67043831072,61.8,47.1082912928367,1.8,Sub-Saharan Africa,Low income
Bolivia,BOL,2008,91.0,2.603,4810.27858294526,38.8,221.543654606349,10.6,Latin America & Caribbean,Lower middle income
Brazil,BRA,2008,90.0,8.268,13445.2454698704,17.6,1076.86764787772,9.1,Latin America & Caribbean,Upper middle income
Colombia,COL,2008,93.0,11.273,10307.0649878854,17.3,698.00166072678,16.6,Latin America & Caribbean,Upper middle income
Algeria,DZA,2008,75.0,11.33,13666.2181960534,25.9,530.438488102561,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
Ecuador,ECU,2008,92.0,3.917,8662.60736282075,17.4,482.64858428433,9.8,Latin America & Caribbean,Upper middle income
Eritrea,ERI,2008,65.0,5.524,1546.92747535768,39.8,75.1000352526798,1.8,Sub-Saharan Africa,Low income
Spain,ESP,2008,98.0,11.254,33349.942580613,3.4,2805.62390683224,0.6,Europe & Central Asia,High income
Indonesia,IDN,2008,92.0,7.208,7569.25304691272,29.3,211.014178109791,38.0,East Asia & Pacific,Upper middle income
"Iran, Islamic Rep.",IRN,2008,83.0,10.63,16830.9366180679,19.2,825.647482089037,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
Cambodia,KHM,2008,77.0,0.825,2768.79237617675,43.8,151.079607459747,1.8,East Asia & Pacific,Lower middle income
"Korea, Rep.",KOR,2008,98.0,2.959,29946.0774891302,3.6,1640.36758167075,0.5,East Asia & Pacific,High income
Kuwait,KWT,2008,94.0,1.75,90337.3568803532,9.5,1738.12474043413,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Sri Lanka,LKA,2008,91.0,5.22,7316.58626509646,9.7,281.97145391016,1.8,South Asia,Lower middle income
Morocco,MAR,2008,55.0,9.57,6437.0634765625,31.4,309.797746863369,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Mexico,MEX,2008,93.0,3.874,15680.5761933269,17.3,853.944386403223,10.1,Latin America & Caribbean,Upper middle income
Nigeria,NGA,2008,51.0776596069336,3.795,3981.65811697837,77.1,157.084567489829,1.8,Sub-Saharan Africa,Lower middle income
Oman,OMN,2008,87.0,4.142,52841.1889523143,9.8,936.635784503107,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Pakistan,PAK,2008,56.0,0.423,3721.33293561622,76.3,95.5424532309918,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Philippines,PHL,2008,95.0,3.72,5144.3357818823,23.8,198.684168415218,1.8,East Asia & Pacific,Lower middle income
"Korea, Dem. People's Rep.",PRK,2008,100.0,2.873,8849.52577762818,24.7,554.7110165040115,1.8,East Asia & Pacific,Low income
Paraguay,PRY,2008,93.0,4.415,9867.39695343904,23.9,496.971565123232,7.9,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2008,94.0,22.913,3713.1321585765,20.4,349.599959592723,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Qatar,QAT,2008,94.0,0.31,126014.918876625,7.9,2015.88759210693,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Sudan,SDN,2008,54.0,15.566,3937.52685546875,57.0,213.482641039061,1.8,Sub-Saharan Africa,Low income
El Salvador,SLV,2008,84.0,5.88,6174.69155154574,17.2,524.465221070486,12.6,Latin America & Caribbean,Upper middle income
South Sudan,SSD,2008,27.0,12.298,2887.37415932878,85.5,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,2008,69.5363922119141,15.426,2801.83579340874,27.3,167.278521562956,1.8,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2008,95.0,8.831,12097.3491165234,22.1,614.72746854426,1.8,Latin America & Caribbean,Upper middle income
Tunisia,TUN,2008,78.0,12.444,9975.022321259,17.2,512.340243830061,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Uruguay,URY,2008,98.0,8.025,15694.235411976,10.2,1351.43308526612,0.4,Latin America & Caribbean,High income
Azerbaijan,AZE,2009,100.0,5.74,14245.5035454881,31.6,382.172776454086,1.8,Europe & Central Asia,Upper middle income
Belarus,BLR,2009,100.0,6.1,14034.1911206837,4.6,757.190719279409,0.5,Europe & Central Asia,Upper middle income
Bolivia,BOL,2009,91.0,2.973,4919.810318591,36.8,254.570943123997,10.0,Latin America & Caribbean,Lower middle income
Brazil,BRA,2009,90.0,9.419,13390.683131466,16.7,1124.11066726194,8.4,Latin America & Caribbean,Upper middle income
Colombia,COL,2009,93.0,12.066,10367.3489557519,16.8,750.434203463207,15.0,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2009,92.0,4.608,8662.10672690979,16.7,509.565978898221,9.3,Latin America & Caribbean,Upper middle income
Spain,ESP,2009,98.0,17.857,32201.4773527814,3.3,2930.58912210921,0.9,Europe & Central Asia,High income
Greece,GRC,2009,94.0,9.546,29947.7868089708,3.3,2858.92407401215,0.6,Europe & Central Asia,High income
Guyana,GUY,2009,84.994010925293,11.314,8824.48960162477,34.6,314.928932778107,1.8,Latin America & Caribbean,High income
Indonesia,IDN,2009,93.0,6.106,7868.14818333554,28.2,221.315305078129,37.9,East Asia & Pacific,Upper middle income
Kazakhstan,KAZ,2009,100.0,6.55,17389.0145838316,18.5,604.01132081011,0.8,Europe & Central Asia,Upper middle income
Kyrgyz Republic,KGZ,2009,99.0,2.744,3096.93814114872,27.4,213.316496025023,9.8,Europe & Central Asia,Lower middle income
Cambodia,KHM,2009,76.0,0.579,2854.03288376549,40.6,172.088684991792,1.8,East Asia & Pacific,Lower middle income
Lebanon,LBN,2009,91.0,6.355,13586.1444830435,11.4,952.022875069415,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Lesotho,LSO,2009,75.8002014160156,16.16,2036.26308567654,78.3,187.262888395336,1.8,Sub-Saharan Africa,Lower middle income
Morocco,MAR,2009,56.0,8.96,6628.57666015625,29.7,351.669696081297,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Madagascar,MDG,2009,64.4809112548828,3.887,1479.82980025947,47.4,64.8854466545064,1.8,Sub-Saharan Africa,Low income
Mexico,MEX,2009,93.0,5.356,15192.6241502056,16.8,888.444082476055,1.8,Latin America & Caribbean,Upper middle income
Mozambique,MOZ,2009,51.0,3.208,951.485453763858,63.7,48.1031236439106,1.8,Sub-Saharan Africa,Low income
Pakistan,PAK,2009,55.0,0.535,3777.09098629051,74.8,94.4248053060157,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Paraguay,PRY,2009,94.0,5.46,9801.64933107411,23.3,541.532705290322,9.1,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2009,94.0,20.452,3950.27978346055,19.7,381.548345829068,0.6,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Qatar,QAT,2009,95.0,0.31,125897.51969409,7.7,2745.1628265283,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Senegal,SEN,2009,48.0,2.814,2605.72280250701,43.0,100.099764007227,1.8,Sub-Saharan Africa,Lower middle income
El Salvador,SLV,2009,84.0,7.33,6062.67571951558,16.4,535.795113830673,12.4,Latin America & Caribbean,Upper middle income
Togo,TGO,2009,57.0,2.849,1474.18400447056,54.6,57.8945516239193,1.8,Sub-Saharan Africa,Low income
Turkiye,TUR,2009,91.0,14.026,15442.1173152348,15.7,843.466104521438,3.0,Europe & Central Asia,Upper middle income
Uruguay,URY,2009,98.0,7.74,16421.7696322847,9.7,1372.80034076593,0.4,Latin America & Caribbean,High income
"Venezuela, RB",VEN,2009,96.0,6.097,16794.5394944048,14.4,554.7110165040115,1.8,Latin America & Caribbean,
Viet Nam,VNM,2009,94.0,1.737,5060.73212267196,16.8,226.973064575307,1.8,East Asia & Pacific,Lower middle income
Aruba,ABW,2010,97.0,6.337,33729.5119105028,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Azerbaijan,AZE,2010,100.0,5.63,14930.4100337944,29.5,384.52239390962,1.8,Europe & Central Asia,Upper middle income
Brazil,BRA,2010,90.0,8.422,14451.7158389637,16.0,1148.04855756361,1.8,Latin America & Caribbean,Upper middle income
China,CHN,2010,95.0,4.53,9411.13821903204,12.5,384.128059836972,20.6,East Asia & Pacific,Upper middle income
Cameroon,CMR,2010,71.0,4.11,2913.94292755606,63.9,104.22911055912,1.8,Sub-Saharan Africa,Lower middle income
Colombia,COL,2010,93.0,11.153,10841.1279801312,16.3,758.863446490999,13.1,Latin America & Caribbean,Upper middle income
Dominican Republic,DOM,2010,90.0,5.212,11245.6811892201,30.7,554.70151187739,5.5,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2010,92.0,4.088,8968.94040838943,16.0,563.115596928007,7.8,Latin America & Caribbean,Upper middle income
Spain,ESP,2010,98.0,19.86,31808.2179879539,3.2,2894.22781773063,0.7,Europe & Central Asia,High income
Ghana,GHA,2010,71.0,5.384,3855.46891716757,45.7,184.436342367848,1.8,Sub-Saharan Africa,Lower middle income
Guinea,GIN,2010,25.0,5.097,1621.69161141242,74.4,55.5807532859176,1.8,Sub-Saharan Africa,Lower middle income
Equatorial Guinea,GNQ,2010,94.3705368041992,8.07,26167.8268525276,75.1,424.210683940805,1.8,Sub-Saharan Africa,Upper middle income
Honduras,HND,2010,85.0,4.119,3757.5464206245,20.2,327.81271602024,19.6,Latin America & Caribbean,Lower middle income
Jordan,JOR,2010,93.0,12.5,9416.64386806071,17.0,769.253834404335,0.1,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Kazakhstan,KAZ,2010,99.7816314697266,5.77,18641.8061477073,16.7,510.043953482498,0.5,Europe & Central Asia,Upper middle income
Kuwait,KWT,2010,94.0,1.82,75184.0866636559,9.1,2014.26581820558,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Sri Lanka,LKA,2010,91.0,4.784,8233.6266381136,9.1,308.013058361101,1.8,South Asia,Lower middle income
Mexico,MEX,2010,93.0,5.303,15908.8603191799,16.2,873.354024114533,8.4,Latin America & Caribbean,Upper middle income
Mali,MLI,2010,31.0,1.405,1997.68294373356,77.3,78.9259906470517,1.8,Sub-Saharan Africa,Low income
Mongolia,MNG,2010,98.0,6.549,7531.62557442648,20.8,285.446633858029,3.5,East Asia & Pacific,Upper middle income
Malawi,MWI,2010,61.3097190856934,4.798,1457.60568309596,53.6,72.5189399317362,72.9,Sub-Saharan Africa,Low income
Malaysia,MYS,2010,93.0,3.39,20193.4092945433,6.5,648.055912798134,1.8,East Asia & Pacific,Upper middle income
Oman,OMN,2010,87.0,3.935,55667.4687778644,9.5,1378.06577377178,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Pakistan,PAK,2010,55.0,0.653,3785.70113530595,73.2,91.9671320276521,26.7,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Panama,PAN,2010,94.0,5.845,15572.5787194419,14.7,1139.02350636591,7.7,Latin America & Caribbean,High income
Papua New Guinea,PNG,2010,61.5999984741211,2.002,2911.8920318969,45.9,58.8528408294999,1.8,East Asia & Pacific,Lower middle income
Puerto Rico (US),PRI,2010,92.0,16.1,30908.7986630853,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Paraguay,PRY,2010,94.0,4.569,10893.3149199543,22.7,595.336771264843,9.4,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2010,95.0,21.416,4120.86066344952,19.0,337.240945031636,0.6,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
